Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Rawah_Wilderness_Area_1,Comanche_Peak_Wilderness_Area_1,Cache_la_Poudre_Wilderness_Area_1,Soil_Type_10_1,Soil_Type_12_1,Soil_Type_22_1,Soil_Type_23_1,Soil_Type_29_1,Soil_Type_30_1,Soil_Type_32_1,Soil_Type_33_1,dup_Elevation,dup_Aspect,dup_Slope,dup_Horizontal_Distance_To_Hydrology,dup_Vertical_Distance_To_Hydrology,dup_Horizontal_Distance_To_Roadways,dup_Hillshade_9am,dup_Hillshade_Noon,dup_Hillshade_3pm,dup_Horizontal_Distance_To_Fire_Points,dup_Rawah_Wilderness_Area_1,dup_Comanche_Peak_Wilderness_Area_1,dup_Cache_la_Poudre_Wilderness_Area_1,dup_Soil_Type_10_1,dup_Soil_Type_12_1,dup_Soil_Type_22_1,dup_Soil_Type_23_1,dup_Soil_Type_29_1,dup_Soil_Type_30_1,dup_Soil_Type_32_1,dup_Soil_Type_33_1,class,prob,sample
756,164,61,380,328,284,877,909,562,399,0,0,0,0,0,0,0,0,0,0,0,603,619,257,96,270,98,771,999,747,84,0,1,0,0,0,0,0,0,0,0,0,-1,9.24229520703696e-7,test
704,566,136,212,283,530,846,979,661,366,1,0,0,0,0,0,1,0,0,0,0,554,97,288,61,248,234,842,767,429,498,1,0,0,0,0,0,0,1,0,0,0,-1,1.6064166354347435e-11,test
386,774,76,279,328,228,814,944,676,247,0,1,0,0,0,0,0,0,0,0,0,295,758,575,64,296,51,382,865,971,48,0,1,0,1,0,0,0,0,0,0,0,1,0.6687383106772756,test
698,272,76,251,239,590,897,916,543,326,1,0,0,0,0,1,0,0,0,0,0,712,974,136,408,234,336,806,889,625,110,0,1,0,0,0,0,0,0,0,1,0,-1,4.984292572451692e-10,train
629,186,182,61,228,405,912,846,444,426,0,1,0,0,0,0,0,0,0,0,0,516,272,242,192,308,382,964,846,370,418,1,0,0,0,0,0,0,1,0,0,0,-1,1.8002112700488092e-6,test
720,369,121,64,227,550,920,928,527,320,1,0,0,0,0,0,0,0,0,0,0,472,241,136,144,231,300,916,889,492,326,1,0,0,0,1,0,0,0,0,0,0,-1,5.037519450416704e-9,test
687,971,242,451,346,295,747,834,625,34,0,1,0,0,0,0,0,0,0,0,0,769,561,106,589,470,199,853,968,649,247,0,1,0,0,0,0,0,0,0,0,0,-1,2.6735544789469023e-6,test
468,613,136,154,327,71,822,979,692,296,0,1,0,1,0,0,0,0,0,0,0,696,808,394,242,312,587,547,889,873,318,0,1,0,0,0,0,0,0,0,0,0,-1,4.487178438989301e-5,test
942,899,197,631,607,745,739,889,700,474,0,1,0,0,0,0,0,0,0,0,0,476,935,212,144,325,463,743,865,669,853,1,0,0,0,1,0,0,0,0,0,0,-1,8.2672248728673e-9,train
694,971,227,729,521,292,751,838,625,307,0,1,0,0,0,0,0,0,0,0,0,637,946,167,48,231,557,775,881,649,154,0,1,0,0,0,1,0,0,0,0,0,-1,1.4583047364967987e-6,train
632,749,212,136,262,32,724,960,783,325,0,0,0,0,0,1,0,0,0,0,0,641,222,212,221,219,546,936,838,401,651,1,0,0,0,0,0,0,0,1,0,0,-1,1.2680295129773156e-10,test
501,910,272,91,271,348,684,853,712,309,1,0,0,0,0,0,0,1,0,0,0,634,25,167,236,257,239,814,853,574,393,0,1,0,0,0,0,0,0,0,0,0,-1,1.939831507276811e-7,test
561,75,121,646,459,397,853,873,555,103,0,1,0,0,0,0,0,0,0,0,0,501,314,333,77,294,17,987,834,307,132,1,0,0,0,0,0,0,0,1,0,0,-1,2.4563478692394207e-5,test
679,205,242,442,399,198,936,818,378,475,0,1,0,0,0,0,0,0,0,0,1,607,247,348,236,315,325,971,767,252,250,0,1,0,0,0,0,0,0,0,1,0,-1,2.2939558317118853e-7,test
425,289,91,327,253,162,905,916,535,280,1,0,0,0,0,0,0,1,0,0,0,159,39,439,48,240,54,704,657,441,114,0,0,1,1,0,0,0,0,0,0,0,-1,0.003937300723525439,train
733,844,106,193,259,220,791,932,688,238,0,1,0,0,0,0,0,0,0,1,0,695,133,227,137,252,211,881,814,448,105,0,1,0,0,0,0,0,0,0,0,0,-1,7.343259438842839e-9,test
514,866,91,0,223,714,802,928,669,177,1,0,0,0,0,0,0,1,0,0,0,499,153,151,96,266,252,889,861,496,329,1,0,0,0,0,0,0,1,0,0,0,-1,2.4173857745019237e-8,test
713,910,348,416,392,577,614,810,728,325,0,1,0,0,0,0,0,0,0,0,0,119,896,439,48,275,87,535,775,763,112,0,0,1,1,0,0,0,0,0,0,0,-1,0.021732526453599164,test
639,42,167,279,284,240,826,853,562,484,0,1,0,0,0,0,0,0,0,0,0,599,719,151,21,227,288,775,968,735,185,0,1,0,0,0,1,0,0,0,0,0,-1,9.706237192046804e-6,test
713,416,363,473,459,77,952,909,409,623,0,0,0,0,0,0,0,0,0,0,1,739,80,212,301,356,248,842,818,500,294,1,0,0,0,0,0,0,0,0,0,0,-1,2.4412609561259313e-11,test
717,430,212,307,360,164,924,948,519,358,1,0,0,0,0,0,0,1,0,0,0,480,794,45,43,227,140,826,940,661,36,0,1,0,0,0,0,1,0,0,0,0,-1,2.7565486547093543e-8,test
329,941,167,21,232,190,771,881,657,615,1,0,0,0,0,0,0,0,0,0,0,599,527,242,21,236,256,857,987,633,58,0,1,0,0,0,0,1,0,0,0,0,-1,5.486229077483611e-5,train
611,94,106,48,223,537,861,885,558,143,1,0,0,0,0,1,0,0,0,0,0,762,869,182,250,303,533,743,909,716,257,0,1,0,0,0,0,0,0,0,0,0,-1,5.411745120276327e-10,test
537,988,227,130,288,258,771,838,606,160,0,1,0,0,0,0,0,0,0,0,0,574,178,242,86,245,768,916,810,393,664,1,0,0,0,0,0,0,1,0,0,0,-1,3.9636098721154517e-7,test
463,239,151,322,221,116,924,877,468,152,0,1,0,0,0,0,0,0,0,0,0,651,352,182,167,330,27,944,912,472,370,0,0,0,0,0,0,0,0,0,1,0,-1,5.973556179494435e-5,train
587,155,197,349,248,427,897,838,456,40,1,0,0,0,0,0,0,1,0,0,0,562,483,197,107,241,223,893,968,582,490,1,0,0,0,0,1,0,0,0,0,0,-1,1.502418186819943e-9,test
339,308,197,43,210,181,952,885,433,196,0,1,0,0,0,0,0,0,0,0,0,221,258,303,64,261,160,971,810,311,105,0,0,1,0,0,0,0,0,0,0,0,1,0.9694644914588492,test
486,425,167,550,293,313,916,948,543,234,0,1,0,0,0,0,0,0,0,0,0,711,50,182,490,298,421,830,846,547,475,0,1,0,0,0,0,0,0,0,0,0,-1,5.007096309668051e-4,train
504,172,303,96,248,380,916,767,338,300,1,0,0,0,0,0,0,1,0,0,0,552,272,151,21,221,707,932,889,472,377,1,0,0,0,0,0,0,0,0,0,0,-1,1.3517100354904027e-8,test
659,130,303,327,554,265,873,755,378,395,0,1,0,0,0,0,0,0,0,0,1,655,225,242,61,241,133,944,830,382,306,0,0,0,0,0,0,1,0,0,0,0,-1,1.4138243074433586e-9,test
677,250,272,96,272,204,960,822,350,189,1,0,0,0,0,0,0,1,0,0,0,649,19,91,107,250,792,838,897,602,96,1,0,0,0,0,0,0,1,0,0,0,-1,1.595011506598942e-11,test
529,86,333,122,298,219,818,735,417,395,0,1,0,0,0,0,0,0,0,0,0,761,244,227,279,329,332,948,842,389,302,0,1,0,0,0,0,0,0,0,0,0,-1,1.1922050233948767e-5,train
516,117,91,0,223,213,869,893,558,280,1,0,0,0,0,0,0,1,0,0,0,733,738,227,77,250,261,712,964,798,253,0,1,0,0,0,0,0,0,0,1,0,-1,6.308617474660438e-9,test
526,239,106,107,222,102,905,901,519,280,1,0,0,0,0,1,0,0,0,0,0,567,810,318,61,234,84,621,909,834,141,0,1,0,0,0,0,0,0,0,0,0,-1,8.439206730526535e-8,test
772,869,121,453,489,662,779,920,692,393,0,1,0,0,0,0,0,0,0,0,0,565,105,257,425,226,270,857,787,441,142,0,1,0,0,0,0,0,0,0,0,0,-1,2.0625422671417628e-5,train
592,763,167,122,266,417,751,956,751,132,0,1,0,0,0,0,0,0,0,1,0,676,139,318,215,320,126,881,747,354,724,0,0,0,0,0,1,0,0,0,0,0,-1,6.320470362635461e-9,test
372,58,167,231,321,344,834,850,547,71,0,1,0,0,0,0,0,0,0,0,0,619,871,257,167,240,429,680,885,751,219,0,1,0,0,0,0,0,0,0,0,0,-1,0.0019102466381530298,test
704,80,30,0,223,99,857,916,598,122,0,0,0,0,0,0,0,0,0,1,0,682,802,167,89,257,107,747,940,743,169,0,0,0,0,0,0,0,0,0,0,0,-1,5.824519408809853e-11,test
606,785,121,425,154,328,783,948,712,205,0,1,0,0,0,0,1,0,0,0,0,507,808,575,531,871,117,366,806,932,345,0,1,0,0,0,0,0,0,0,0,1,-1,2.4831177752841785e-6,train
724,25,182,265,268,270,810,850,574,180,0,1,0,0,0,0,0,0,0,0,0,608,375,76,0,223,232,893,936,566,302,0,1,0,0,0,0,0,0,0,0,0,-1,2.4627639835501185e-6,test
704,175,272,183,324,230,916,794,370,376,1,0,0,0,0,0,0,1,0,0,0,734,294,257,429,413,552,971,850,362,157,0,1,0,0,0,0,0,0,0,0,1,-1,1.0892579599303449e-10,test
515,122,212,125,259,407,873,818,460,307,1,0,0,0,0,0,0,1,0,0,0,619,783,182,64,210,349,732,948,763,88,0,1,0,0,0,0,0,0,0,1,0,-1,1.4255160644562175e-7,test
681,774,605,107,303,96,334,830,971,287,0,0,0,0,0,0,1,0,0,0,0,708,225,197,43,223,220,932,850,421,409,1,0,0,0,0,0,0,0,0,0,0,-1,2.233540558355817e-12,test
604,422,242,182,279,604,936,940,500,352,1,0,0,0,0,0,0,1,0,0,0,678,125,106,21,226,338,873,885,543,163,1,0,0,0,0,0,1,0,0,0,0,-1,7.557514476465116e-11,test
510,175,257,459,471,91,916,802,385,333,1,0,0,0,0,0,0,1,0,0,0,610,561,182,86,249,248,842,987,665,34,0,1,0,0,0,0,0,0,0,1,0,-1,1.1669505621589206e-6,test
715,466,469,212,347,267,893,920,452,43,0,1,0,0,0,0,0,0,0,0,0,416,222,363,64,301,15,956,747,252,130,1,0,0,0,0,0,0,0,1,0,0,-1,1.8195825701892824e-6,test
607,108,151,198,240,203,869,853,511,264,0,1,0,0,0,0,0,0,0,1,0,627,75,212,86,231,312,838,826,511,300,1,0,0,0,0,0,0,1,0,0,0,-1,1.1055768030983219e-9,test
531,927,121,347,235,469,794,901,657,531,1,0,0,0,1,0,0,0,0,0,0,511,611,257,21,234,369,775,999,739,96,0,1,0,0,0,0,0,0,0,0,0,-1,5.482267732177239e-6,test
701,730,197,578,476,883,735,968,775,250,1,0,0,0,0,0,0,1,0,0,0,580,64,151,280,274,676,842,861,551,34,1,0,0,0,0,0,0,0,0,0,0,-1,1.8432338649332866e-9,test
656,108,91,129,227,171,869,889,555,164,1,0,0,0,0,0,0,1,0,0,0,363,225,106,136,271,198,905,893,507,666,1,0,0,0,0,0,0,0,0,0,0,-1,1.4263141341380075e-8,train
573,877,257,163,289,74,684,881,743,110,0,0,0,0,0,1,0,0,0,0,0,562,314,76,43,227,223,905,920,543,207,1,0,0,0,0,0,1,0,0,0,0,-1,6.895759920482512e-10,test
618,863,363,228,294,490,578,842,802,191,0,1,0,0,0,0,0,0,0,0,0,591,241,212,167,200,599,944,846,401,350,1,0,0,0,0,0,0,1,0,0,0,-1,1.1165295988977911e-7,train
396,327,76,299,382,108,897,928,558,160,0,1,0,0,0,0,0,0,0,0,0,240,286,197,96,292,70,952,873,425,97,0,0,1,0,0,0,0,0,0,0,0,1,0.9220302427045367,train
565,183,136,219,265,533,901,877,500,200,1,0,0,0,0,0,0,0,1,0,0,619,713,91,43,228,383,806,960,696,68,0,1,0,0,0,0,1,0,0,0,0,-1,5.993428180487755e-8,test
352,108,91,215,299,152,869,889,555,215,0,1,0,0,0,0,0,0,0,0,0,522,860,121,307,359,257,783,924,688,142,0,1,0,0,0,0,0,0,0,0,0,-1,0.0918121332577865,train
693,100,91,271,310,605,865,889,562,396,1,0,0,0,0,1,0,0,0,0,0,449,758,182,30,226,222,732,956,771,180,0,1,0,0,0,0,0,0,0,0,0,-1,2.509591329744009e-7,test
577,430,257,289,332,88,932,940,496,248,0,1,0,0,0,0,0,0,0,0,1,462,375,15,77,228,377,869,936,602,307,1,0,0,0,0,0,0,0,0,0,0,-1,3.671054670227104e-7,test
492,355,136,68,234,419,924,924,515,327,1,0,0,0,1,0,0,0,0,0,0,338,53,378,89,267,126,759,704,444,136,0,1,0,1,0,0,0,0,0,0,0,-1,5.273710429548505e-5,test
656,841,167,21,228,608,743,924,732,452,1,0,0,0,0,0,0,0,0,0,0,796,644,409,305,476,460,657,991,834,92,1,0,0,0,0,0,0,0,0,0,0,-1,1.5046775298505715e-10,test
518,191,272,183,329,445,928,798,362,299,0,1,0,0,0,0,0,0,0,0,1,771,314,212,265,373,277,956,889,429,229,1,0,0,0,0,0,0,0,0,0,0,-1,6.839068837562227e-9,test
468,400,151,107,265,181,924,936,527,255,0,1,0,0,0,0,0,0,0,0,0,656,569,197,152,258,150,834,987,676,69,0,1,0,0,0,0,1,0,0,0,0,-1,1.6329551892646093e-4,test
676,178,182,237,306,817,909,846,448,287,1,0,0,0,0,0,0,1,0,0,0,534,447,136,173,328,240,905,952,566,324,0,1,0,0,0,0,0,0,0,1,0,-1,5.430185168918605e-7,test
732,253,167,167,272,240,932,877,452,269,1,0,0,0,0,0,0,0,0,0,0,540,433,91,182,259,665,897,948,578,372,1,0,0,0,0,0,0,0,1,0,0,-1,6.363580802335489e-10,train
718,741,348,144,320,304,606,952,877,429,1,0,0,0,0,0,0,1,0,0,0,484,416,409,77,266,639,956,893,374,681,1,0,0,0,0,0,0,0,1,0,0,-1,4.0621331281158023e-10,test
439,108,91,30,221,286,865,893,558,57,0,1,0,0,0,0,0,0,0,0,1,239,644,439,86,311,178,629,987,846,63,0,0,1,0,0,0,0,0,0,0,0,-1,0.02075761474005597,train
631,438,257,154,241,51,928,944,503,269,1,0,0,0,0,1,0,0,0,0,0,516,821,121,0,223,243,775,936,708,218,0,1,0,0,0,0,1,0,0,0,0,-1,9.745603183215679e-9,train
291,200,30,221,343,170,869,924,594,105,0,0,1,0,0,0,0,0,0,0,0,704,877,303,237,318,73,637,857,763,52,0,0,0,0,0,0,0,0,0,0,1,-1,3.7192245901299246e-6,test
668,250,91,516,253,589,905,905,527,281,1,0,0,0,0,0,1,0,0,0,0,436,746,560,129,336,225,401,881,968,176,0,1,0,0,0,0,0,0,0,0,0,-1,2.1638396588070988e-7,test
739,921,242,48,250,553,712,857,692,130,1,0,0,0,0,0,0,0,0,0,0,475,538,288,129,203,178,842,991,649,226,0,1,0,0,0,0,0,0,0,0,0,-1,5.760819637458778e-7,train
561,183,136,198,279,77,901,869,488,299,0,1,0,0,0,0,0,0,0,1,0,492,33,348,21,239,218,747,735,500,345,0,1,0,0,0,0,0,0,0,0,1,-1,2.1987358110070334e-7,train
44,980,303,116,296,19,712,787,606,86,0,0,1,0,0,0,0,0,0,0,0,441,203,530,61,245,19,924,594,67,192,1,0,0,0,0,0,0,1,0,0,0,-1,0.024829479516538036,train
619,416,61,43,225,101,885,940,590,249,1,0,0,0,0,0,1,0,0,0,0,682,33,182,666,490,289,814,846,562,314,0,1,0,0,0,0,0,0,0,0,0,-1,4.585812415774144e-9,test
578,932,45,43,227,592,838,924,629,131,1,0,0,0,0,0,0,1,0,0,0,562,974,45,375,196,321,842,920,621,387,0,1,0,0,0,0,0,0,0,0,0,-1,3.049770871757875e-7,train
608,749,91,0,223,275,806,952,692,169,0,1,0,0,0,0,0,0,0,0,0,579,660,272,334,311,176,728,991,791,54,0,1,0,0,0,0,0,0,0,0,0,-1,1.6933633373400505e-4,test
516,189,106,215,237,543,893,889,523,506,1,0,0,0,0,0,0,1,0,0,0,567,266,106,130,263,214,912,901,507,274,1,0,0,0,0,1,0,0,0,0,0,-1,1.2013557926915736e-8,train
552,974,136,21,226,106,806,889,625,359,1,0,0,0,0,0,0,1,0,0,0,608,713,242,0,223,243,708,975,806,77,0,1,0,0,0,0,0,0,0,0,0,-1,8.086873905594291e-8,train
615,522,333,150,222,445,850,983,617,118,0,1,0,0,0,0,0,0,0,0,0,512,350,500,122,333,695,995,779,177,638,1,0,0,0,0,0,0,0,1,0,0,-1,3.1219737988102717e-6,test
672,857,530,107,266,311,409,759,853,427,1,0,0,0,0,0,0,1,0,0,0,599,216,318,107,195,96,952,775,299,171,1,0,0,0,0,0,0,1,0,0,0,-1,8.296018237919819e-12,train
778,125,106,163,323,245,873,885,543,163,0,1,0,0,0,0,0,0,0,0,0,566,458,106,86,235,684,889,952,590,700,1,0,0,0,0,0,0,1,0,0,0,-1,6.0112916538101175e-9,test
494,461,30,275,306,296,869,940,610,218,1,0,0,0,1,0,0,0,0,0,0,527,330,197,327,396,95,952,897,441,184,1,0,0,0,0,0,0,1,0,0,0,-1,3.859916594926563e-8,train
548,819,106,182,256,541,791,936,696,107,1,0,0,0,0,0,0,1,0,0,0,675,125,136,43,214,410,877,865,519,387,0,1,0,0,0,0,0,0,0,0,0,-1,3.8943293421250056e-8,test
655,613,136,262,275,47,826,979,688,394,0,0,0,0,0,0,0,0,0,1,0,631,857,197,352,319,172,728,909,732,165,0,1,0,0,0,0,1,0,0,0,0,-1,5.782581644592591e-9,train
784,561,136,279,266,388,850,975,657,266,0,1,0,0,0,0,0,0,0,0,0,289,846,348,89,289,100,594,869,814,206,0,0,1,1,0,0,0,0,0,0,0,-1,3.870053465138426e-4,test
725,178,318,405,254,204,920,763,323,711,0,0,0,0,0,0,0,0,0,0,0,622,161,106,183,231,326,889,885,523,309,0,1,0,0,0,0,0,0,0,1,0,-1,5.198299604267143e-7,test
600,702,212,21,230,200,735,979,783,343,0,1,0,0,0,1,0,0,0,0,0,685,94,30,319,252,665,861,924,602,322,1,0,0,0,0,0,0,0,0,0,0,-1,6.445550858528619e-9,train
630,78,227,43,219,586,838,814,496,424,1,0,0,0,0,0,1,0,0,0,0,573,164,227,129,270,731,905,818,421,107,1,0,0,0,0,0,0,0,1,0,0,-1,5.893163265471368e-11,test
109,341,500,224,241,53,995,763,153,114,0,0,1,0,0,0,0,0,0,0,0,349,139,348,182,347,148,877,724,330,223,0,1,0,0,0,0,0,0,0,0,0,1,0.9964739283371681,test
604,28,106,122,256,183,838,889,594,315,1,0,0,0,0,0,0,1,0,0,0,556,866,257,493,644,215,673,885,759,269,0,1,0,0,0,0,0,0,0,0,1,-1,1.810742585066175e-8,train
673,974,182,224,276,269,779,861,625,313,0,1,0,0,0,0,0,0,0,1,0,668,28,167,429,355,407,818,857,574,497,1,0,0,0,0,0,0,0,1,0,0,-1,5.052126537865129e-10,test
620,369,136,48,228,488,920,928,523,720,1,0,0,0,0,0,0,0,1,0,0,575,133,182,292,288,687,881,842,480,517,1,0,0,0,0,0,0,1,0,0,0,-1,2.6696604396320903e-9,train
586,164,151,89,270,582,897,861,488,339,1,0,0,0,0,0,0,1,0,0,0,685,863,257,48,237,463,673,889,763,580,1,0,0,0,0,0,0,0,0,0,0,-1,6.139896748974032e-11,test
635,0,182,163,244,259,798,857,598,397,0,1,0,0,0,0,0,0,0,0,0,638,250,45,152,223,546,881,920,574,188,1,0,0,0,0,0,0,1,0,0,0,-1,3.983103772331405e-8,test
570,155,303,317,469,144,901,759,350,134,0,1,0,0,0,0,0,0,0,0,1,437,167,106,0,223,363,885,889,531,627,1,0,0,0,0,0,0,0,0,0,0,-1,2.0037655535232923e-7,train
710,985,121,43,231,759,814,889,617,47,1,0,0,0,0,0,0,0,0,0,0,508,228,212,224,347,277,940,842,405,195,0,1,0,0,0,0,0,0,0,0,0,-1,8.847497423283664e-7,test
581,846,227,144,258,343,700,909,759,188,0,1,0,0,0,0,0,0,0,0,0,435,117,257,116,287,180,865,783,429,215,0,1,0,0,0,0,0,0,0,0,0,-1,0.001545439816545271,test
174,960,303,21,232,196,692,798,637,80,0,0,1,0,0,0,0,0,0,0,0,361,175,121,183,213,93,897,877,503,762,1,0,0,0,0,0,0,1,0,0,0,-1,0.039093847694463474,train
686,0,197,692,500,290,787,846,598,309,0,1,0,0,0,0,0,0,0,0,0,692,327,288,408,359,97,979,861,354,286,1,0,0,0,0,1,0,0,0,0,0,-1,4.063237352186407e-8,test
612,921,151,107,254,692,771,893,669,392,1,0,0,0,0,1,0,0,0,0,0,405,882,182,21,232,64,739,901,708,84,1,0,0,0,0,0,0,1,0,0,0,-1,7.19096119003305e-9,test
494,844,424,91,290,105,511,834,850,160,0,1,0,0,0,0,0,0,0,0,1,510,366,424,96,321,126,987,834,267,64,1,0,0,0,0,0,0,1,0,0,0,-1,7.46023748231127e-8,test
686,355,212,86,267,239,956,905,444,225,1,0,0,0,0,0,0,1,0,0,0,723,194,91,211,324,74,893,897,531,152,0,0,0,0,0,0,0,0,0,0,0,-1,2.5917506613103343e-10,test
599,67,182,0,223,147,838,842,531,302,1,0,0,0,0,0,0,1,0,0,0,530,375,15,410,270,643,869,936,602,751,1,0,0,0,1,0,0,0,0,0,0,-1,7.035692399828209e-10,test
673,666,136,364,241,833,798,975,716,400,1,0,0,0,0,1,0,0,0,0,0,541,241,348,109,239,88,968,771,264,312,1,0,0,0,0,0,0,1,0,0,0,-1,5.354616424777999e-10,test
528,125,30,0,223,652,865,920,594,862,1,0,0,0,0,0,0,0,0,0,0,481,31,151,116,289,337,822,865,578,116,0,1,0,0,0,0,0,0,0,0,0,-1,1.324992636423883e-4,train
552,866,227,125,247,796,704,897,743,276,1,0,0,0,0,0,1,0,0,0,0,600,749,76,516,302,800,810,952,684,501,1,0,0,0,0,0,0,1,0,0,0,-1,7.48664640973685e-10,test
762,500,106,137,207,362,877,960,614,60,0,1,0,0,0,0,0,0,0,0,0,497,50,136,137,205,194,838,865,566,389,0,1,0,0,0,0,0,0,0,0,0,-1,1.093205205941869e-5,test
635,50,212,96,262,601,818,822,531,493,1,0,0,0,0,1,0,0,0,0,0,688,544,348,116,283,447,818,991,657,107,0,1,0,0,0,0,0,0,0,0,1,-1,5.476697299835854e-10,test
547,899,303,122,292,202,649,842,735,234,0,1,0,0,0,0,0,0,0,0,1,257,855,212,64,239,106,712,905,743,216,0,0,1,0,0,0,0,0,0,0,0,-1,2.947780619658568e-4,test
471,125,182,250,254,257,877,842,484,230,1,0,0,0,0,0,0,1,0,0,0,584,219,151,240,275,583,916,877,476,344,1,0,0,0,0,0,0,1,0,0,0,-1,9.156857670410499e-9,test
757,547,121,68,217,409,857,971,645,67,0,1,0,0,0,0,0,0,0,0,0,670,361,227,21,228,180,956,905,441,222,1,0,0,0,0,0,0,1,0,0,0,-1,2.2948316806196113e-9,train
465,375,61,0,223,174,889,936,578,406,0,1,0,0,0,0,0,0,0,0,0,286,17,212,365,337,119,791,834,574,190,0,0,1,1,0,0,0,0,0,0,0,-1,0.4192685946896584,test
677,255,303,156,272,204,968,810,315,351,1,0,0,0,0,0,0,0,1,0,0,632,0,91,232,263,145,830,897,610,364,0,1,0,0,0,0,0,0,0,0,0,-1,2.9757030856913255e-8,test
764,572,242,346,346,404,818,995,688,183,0,1,0,0,0,0,0,0,0,1,0,541,283,318,357,250,56,979,818,307,82,0,1,0,0,0,0,0,0,0,0,1,-1,5.403216511510399e-8,train
486,941,242,43,236,618,724,846,665,687,1,0,0,0,0,0,0,1,0,0,0,499,358,318,48,257,129,979,877,358,275,0,1,0,0,0,0,0,0,0,0,1,-1,1.6933762782261323e-6,test
545,311,136,394,265,775,924,909,500,319,1,0,0,0,0,1,0,0,0,0,0,541,97,257,77,253,772,850,787,448,541,1,0,0,0,0,0,0,1,0,0,0,-1,3.885672265234813e-9,test
594,58,136,48,234,422,842,869,558,193,0,1,0,0,0,0,0,0,0,1,0,617,833,136,0,223,624,767,932,716,463,1,0,0,0,0,1,0,0,0,0,0,-1,8.69834308341689e-10,test
754,61,378,242,395,276,771,700,425,290,1,0,0,0,0,0,0,0,0,0,0,553,250,45,0,223,694,881,920,574,798,1,0,0,0,0,0,0,0,0,0,0,-1,1.0344105780110244e-10,test
469,47,136,21,223,154,838,873,570,293,0,1,0,0,0,0,0,0,0,0,0,506,497,469,107,310,356,846,944,523,170,0,1,0,1,0,0,0,0,0,0,0,-1,0.014876627107633877,test
860,871,333,228,453,450,614,850,779,194,1,0,0,0,0,0,0,0,0,0,0,545,205,182,0,223,350,924,850,437,258,0,1,0,0,0,1,0,0,0,0,0,-1,9.387794155922108e-10,test
638,369,167,64,218,109,936,924,492,298,1,0,0,0,0,0,1,0,0,0,0,550,874,106,215,279,734,791,920,676,598,1,0,0,0,0,0,0,1,0,0,0,-1,3.616409616146729e-11,test
506,935,106,192,296,337,802,905,649,298,1,0,0,0,1,0,0,0,0,0,0,586,882,197,228,302,77,735,897,716,68,0,0,0,0,0,1,0,0,0,0,0,-1,1.122331192158206e-8,test
601,780,91,107,223,302,798,948,692,191,0,1,0,0,0,0,1,0,0,0,0,498,28,136,163,248,143,826,869,582,370,0,1,0,0,0,0,0,0,0,1,0,-1,6.372812477023945e-6,test
704,117,91,557,195,232,869,893,555,421,0,0,0,0,0,0,1,0,0,0,0,600,869,257,116,262,364,673,881,759,402,1,0,0,0,0,1,0,0,0,0,0,-1,3.2820673558058683e-11,test
535,971,242,152,280,487,743,830,625,668,1,0,0,0,1,0,0,0,0,0,0,453,749,121,152,278,354,787,956,716,940,1,0,0,0,1,0,0,0,0,0,0,-1,1.9307956320691494e-8,train
541,755,167,150,252,151,747,956,759,77,0,1,0,0,0,0,0,0,0,1,0,676,266,106,109,257,442,912,905,515,697,1,0,0,0,0,0,0,1,0,0,0,-1,1.9610448782227986e-9,train
352,705,136,365,345,116,787,968,728,126,0,1,0,0,0,0,0,0,0,0,0,292,430,348,130,306,30,940,924,444,134,0,1,0,0,0,0,0,0,0,0,0,1,0.9810831448555347,test
534,189,227,236,172,55,920,822,401,120,1,0,0,0,0,0,0,1,0,0,0,542,200,272,192,298,498,936,794,346,405,1,0,0,0,0,0,0,1,0,0,0,-1,1.7822853108429296e-9,test
476,325,182,43,236,493,944,901,460,261,0,1,0,0,0,0,0,0,0,1,0,632,452,91,156,239,18,889,952,590,686,0,0,0,0,0,1,0,0,0,0,0,-1,1.4075382577279236e-6,train
564,147,242,259,316,660,893,802,417,527,1,0,0,0,0,0,0,1,0,0,0,709,189,121,0,223,248,897,885,511,254,0,0,0,0,0,0,0,0,0,0,0,-1,7.250562967939555e-9,test
587,22,106,136,236,514,834,893,598,288,1,0,0,0,0,0,0,1,0,0,0,443,402,394,107,324,447,964,885,358,852,1,0,0,0,0,0,0,0,1,0,0,-1,2.543223755253625e-8,test
563,710,182,182,288,361,759,971,759,266,0,1,0,0,0,0,0,0,0,1,0,650,8,61,137,259,430,842,912,610,118,1,0,0,0,0,0,0,1,0,0,0,-1,9.875837861739482e-9,test
421,83,197,265,311,60,850,834,511,48,0,1,0,1,0,0,0,0,0,0,0,549,871,272,211,284,63,665,877,759,206,0,1,0,0,0,0,0,0,0,0,0,-1,0.0017340065714357626,test
417,244,182,64,228,164,936,865,433,305,1,0,0,0,1,0,0,0,0,0,0,479,314,333,242,328,434,987,830,299,205,0,1,0,0,0,0,0,0,0,0,0,-1,4.895897729604689e-5,test
610,147,212,172,311,172,893,818,437,151,1,0,0,0,0,0,0,1,0,0,0,589,927,151,61,237,568,775,893,665,328,1,0,0,0,0,0,0,1,0,0,0,-1,6.068627231804614e-11,test
356,411,91,204,281,85,897,944,570,115,0,0,1,0,0,0,0,0,0,0,0,307,169,197,193,252,119,905,830,437,154,0,0,1,0,0,0,0,0,0,0,0,1,0.541472426020426,test
